Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Concentric Avg Velocity (m/s),Concentric Range of Motion (mm),Concentric Peak Velocity (m/s),Concentric Peak Velocity Location (%),Concentric Duration of rep (sec),Concentric Force,Concentric Force Loc,Concentric Power,Concentric Power Loc,Concentric Work,Concentric Work Loc,Eccentric Avg Velocity (m/s),Eccentric Range of Motion (mm),Eccentric Peak Velocity (m/s),Eccentric Peak Velocity Location (%),Eccentric Duration of rep (sec),Eccentric Force,Eccentric Force Loc,Eccentric Power,Eccentric Power Loc,Eccentric Work,Eccentric Work Loc,
null,1,3,null,"kgs","","","03/06/2024, 18:45:34","00:02:24.4",0.12,155,0.37,43,1.261,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"177.5","kgs","","secondary,topset","03/06/2024, 18:45:34","00:05:32.4",0.50,583,0.85,461,1.161,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"177.5","kgs","","secondary,topset","03/06/2024, 18:45:34","00:05:32.4",0.50,615,0.84,496,1.222,,,,,,,,,,,,,,,,,,
"squat (pause)",1,3,"177.5","kgs","","secondary,topset","03/06/2024, 18:45:34","00:05:32.4",0.48,625,0.81,501,1.3,,,,,,,,,,,,,,,,,,
"tempo bench",1,1,"147.5","kgs","","secondary,topset","03/06/2024, 18:45:34","00:45:21.8",0.23,220,0.30,117,0.968,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","04/06/2024, 16:20:27","00:00:00",0.21,225,0.41,156,1.058,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","04/06/2024, 16:20:27","00:00:00",0.28,248,0.45,167,0.88,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","04/06/2024, 16:20:27","00:00:00",0.23,257,0.48,167,1.132,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","04/06/2024, 16:20:27","00:26:03.1",0.29,390,0.74,245,1.342,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","04/06/2024, 16:20:27","00:26:03.1",0.35,386,0.79,262,1.114,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","04/06/2024, 16:20:27","00:03:49.8",1.44,438,2.17,212,0.305,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,1,"217.5","kgs","","secondary,topset","04/06/2024, 16:20:27","00:02:31.0",0.30,334,0.62,213,1.108,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,2,"217.5","kgs","","secondary,topset","04/06/2024, 16:20:27","00:02:31.0",0.23,374,0.73,262,1.638,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,3,"217.5","kgs","","secondary,topset","04/06/2024, 16:20:27","00:02:31.0",0.23,373,0.68,238,1.6,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,4,"217.5","kgs","","secondary,topset","04/06/2024, 16:20:27","00:02:31.0",0.21,378,0.69,240,1.759,,,,,,,,,,,,,,,,,,
null,1,1,null,"lbs","","","04/06/2024, 16:20:27","00:07:14.4",0.27,390,0.68,239,1.421,,,,,,,,,,,,,,,,,,
null,1,2,null,"lbs","","","04/06/2024, 16:20:27","00:07:14.4",0.32,379,0.74,274,1.192,,,,,,,,,,,,,,,,,,
null,1,3,null,"lbs","","","04/06/2024, 16:20:27","00:07:14.4",0.28,372,0.70,210,1.319,,,,,,,,,,,,,,,,,,
null,1,4,null,"lbs","","","04/06/2024, 16:20:27","00:07:14.4",0.32,368,0.71,217,1.161,,,,,,,,,,,,,,,,,,
null,1,5,null,"lbs","","","04/06/2024, 16:20:27","00:07:14.4",0.29,375,0.67,223,1.308,,,,,,,,,,,,,,,,,,
null,1,6,null,"lbs","","","04/06/2024, 16:20:27","00:07:14.4",0.28,381,0.70,202,1.375,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 13:04:13","00:00:00",0.51,1188,1.53,395,2.342,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 13:04:13","00:01:16.1",0.55,633,0.79,524,1.157,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 13:04:13","00:05:02.3",0.62,1149,1.29,395,1.846,,,,,,,,,,,,,,,,,,
"squat",1,1,"207.5","kgs","7","topset,primary","08/06/2024, 13:04:13","00:01:23.8",0.42,640,0.73,542,1.513,,,,,,,,,,,,,,,,,,
"squat",1,2,"207.5","kgs","7","topset,primary","08/06/2024, 13:04:13","00:01:23.8",0.36,638,0.67,558,1.776,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 13:04:13","00:45:58.4",0.96,330,2.06,229,0.345,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 13:04:13","00:07:10.7",0.74,763,1.28,342,1.032,,,,,,,,,,,,,,,,,,
"bench",1,1,"155","kgs","","primary,topset","08/06/2024, 13:04:13","00:00:33.1",0.21,243,0.31,174,1.156,,,,,,,,,,,,,,,,,,
"bench",1,2,"155","kgs","","primary,topset","08/06/2024, 13:04:13","00:00:33.1",0.17,279,0.30,175,1.593,,,,,,,,,,,,,,,,,,
"bench",2,1,"162.5","kgs","7","primary,topset","08/06/2024, 13:04:13","00:09:02.8",0.19,240,0.26,155,1.292,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 13:04:13","00:19:41.4",0.31,390,0.78,249,1.242,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","08/06/2024, 13:04:13","00:19:41.4",0.33,384,0.89,243,1.169,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 14:39:11","00:00:00",0.27,375,0.66,216,1.381,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"252.5","kgs","6","primary,topset","08/06/2024, 14:39:11","00:05:49.2",0.22,370,0.48,211,1.683,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"252.5","kgs","6","primary,topset","08/06/2024, 14:39:11","00:05:49.2",0.21,367,0.54,195,1.718,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"252.5","kgs","6","primary,topset","08/06/2024, 14:39:11","00:05:49.2",0.21,372,0.55,210,1.807,,,,,,,,,,,,,,,,,,
"deadlift",2,1,"210","kgs","","primary,backdown","08/06/2024, 14:39:11","00:09:50.9",0.27,371,0.66,191,1.361,,,,,,,,,,,,,,,,,,
"deadlift",2,2,"210","kgs","","primary,backdown","08/06/2024, 14:39:11","00:09:50.9",0.28,379,0.66,202,1.353,,,,,,,,,,,,,,,,,,
"deadlift",2,3,"210","kgs","","primary,backdown","08/06/2024, 14:39:11","00:09:50.9",0.27,374,0.66,236,1.407,,,,,,,,,,,,,,,,,,
"deadlift",2,4,"210","kgs","","primary,backdown","08/06/2024, 14:39:11","00:09:50.9",0.28,381,0.65,229,1.346,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","08/06/2024, 14:39:11","00:03:45.9",0.26,376,0.58,169,1.47,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","08/06/2024, 14:39:11","00:03:45.9",0.27,373,0.61,220,1.397,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","08/06/2024, 14:39:11","00:03:45.9",0.24,379,0.64,205,1.558,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","08/06/2024, 14:39:11","00:03:45.9",0.25,376,0.62,205,1.503,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","primary,warmup","10/06/2024, 10:37:00","00:00:00",0.66,626,1.05,452,0.955,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","primary,warmup","10/06/2024, 10:37:00","00:00:00",0.70,663,1.01,499,0.952,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","primary,warmup","10/06/2024, 10:37:00","00:00:00",0.66,671,0.92,512,1.024,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","10/06/2024, 10:37:00","00:02:18.9",0.56,652,0.81,555,1.163,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"182.5","kgs","","secondary,topset","10/06/2024, 10:37:00","00:05:03.1",0.47,620,0.80,505,1.313,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"182.5","kgs","","secondary,topset","10/06/2024, 10:37:00","00:05:03.1",0.45,619,0.72,538,1.391,,,,,,,,,,,,,,,,,,
"squat (pause)",1,3,"182.5","kgs","","secondary,topset","10/06/2024, 10:37:00","00:05:03.1",0.43,669,0.70,572,1.547,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","10/06/2024, 10:37:00","00:04:13.0",0.51,614,0.84,515,1.206,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","10/06/2024, 10:37:00","00:04:13.0",0.43,620,0.78,518,1.454,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","10/06/2024, 10:37:00","00:04:13.0",0.43,642,0.82,542,1.487,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","10/06/2024, 10:37:00","00:04:13.0",0.54,654,0.86,540,1.212,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","10/06/2024, 10:37:00","00:04:19.1",0.48,608,0.81,512,1.275,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","10/06/2024, 10:37:00","00:04:19.1",0.43,621,0.73,541,1.442,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","10/06/2024, 10:37:00","00:04:19.1",0.39,643,0.71,547,1.664,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","10/06/2024, 10:37:00","00:04:19.1",0.39,648,0.69,561,1.673,,,,,,,,,,,,,,,,,,
null,1,5,null,"kgs","","","10/06/2024, 10:37:00","00:04:19.1",0.13,145,0.34,38,1.101,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","10/06/2024, 10:37:00","00:03:12.6",0.44,626,0.77,532,1.426,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","10/06/2024, 10:37:00","00:03:12.6",0.43,607,0.70,482,1.419,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","10/06/2024, 10:37:00","00:03:12.6",0.40,613,0.71,491,1.535,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","10/06/2024, 10:37:00","00:03:12.6",0.43,653,0.82,553,1.507,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"170","kgs","","warmup,secondary","11/06/2024, 14:20:14","00:00:00",0.28,387,0.77,257,1.381,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"170","kgs","","warmup,secondary","11/06/2024, 14:20:14","00:00:00",0.40,372,0.81,257,0.921,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","11/06/2024, 14:20:14","00:04:34.8",0.26,382,0.68,228,1.459,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,1,"222.5","kgs","","secondary,topset","11/06/2024, 14:20:14","00:08:04.6",0.19,387,0.56,250,2.045,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,2,"222.5","kgs","","secondary,topset","11/06/2024, 14:20:14","00:08:04.6",0.22,367,0.65,248,1.688,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,3,"222.5","kgs","","secondary,topset","11/06/2024, 14:20:14","00:08:04.6",0.23,362,0.61,241,1.564,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,4,"222.5","kgs","","secondary,topset","11/06/2024, 14:20:14","00:08:04.6",0.20,372,0.62,236,1.848,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","11/06/2024, 14:20:14","00:09:26.0",0.23,375,0.56,231,1.62,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","11/06/2024, 14:20:14","00:09:26.0",0.28,363,0.63,241,1.289,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","11/06/2024, 14:20:14","00:09:26.0",0.29,360,0.66,241,1.243,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:00:00",0.13,165,0.31,71,1.227,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","primary,warmup","15/06/2024, 14:11:15","00:00:56.3",0.67,608,1.04,452,0.911,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","primary,warmup","15/06/2024, 14:11:15","00:00:56.3",0.53,634,0.66,553,1.196,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","primary,warmup","15/06/2024, 14:11:15","00:00:56.3",0.65,665,0.90,512,1.031,,,,,,,,,,,,,,,,,,
"squat",2,1,"170","kgs","","primary,warmup","15/06/2024, 14:11:15","00:02:50.4",0.53,629,0.76,519,1.195,,,,,,,,,,,,,,,,,,
"squat",2,2,"170","kgs","","primary,warmup","15/06/2024, 14:11:15","00:02:50.4",0.53,657,0.76,525,1.249,,,,,,,,,,,,,,,,,,
"squat",3,1,"200","kgs","","primary,lwu","15/06/2024, 14:11:15","00:03:03.6",0.46,648,0.69,518,1.416,,,,,,,,,,,,,,,,,,
"squat",4,1,"217.5","kgs","7.5","primary,topset","15/06/2024, 14:11:15","00:05:24.3",0.38,608,0.66,503,1.61,,,,,,,,,,,,,,,,,,
"squat",4,2,"217.5","kgs","7.5","primary,topset","15/06/2024, 14:11:15","00:05:24.3",0.35,642,0.63,520,1.856,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:04:22.2",0.53,637,0.82,510,1.202,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","15/06/2024, 14:11:15","00:04:22.2",0.47,644,0.74,523,1.361,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","15/06/2024, 14:11:15","00:04:22.2",0.50,659,0.74,532,1.315,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","15/06/2024, 14:11:15","00:04:22.2",0.44,656,0.72,551,1.494,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:32:38.2",0.76,819,1.29,179,1.082,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:04:42.1",0.19,219,0.31,160,1.154,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","15/06/2024, 14:11:15","00:04:42.1",0.14,256,0.28,168,1.797,,,,,,,,,,,,,,,,,,
"bench",1,1,"170","kgs","8","primary,topset","15/06/2024, 14:11:15","00:07:02.0",0.14,259,0.20,146,1.836,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:19:18.6",0.30,390,0.81,256,1.31,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","15/06/2024, 14:11:15","00:19:18.6",0.40,363,0.84,220,0.919,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","15/06/2024, 14:11:15","00:19:18.6",0.32,384,0.80,248,1.197,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"220","kgs","","primary,lwu","15/06/2024, 14:11:15","00:03:42.0",0.30,362,0.71,215,1.213,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:08:27.7",0.24,373,0.54,188,1.55,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","15/06/2024, 14:11:15","00:08:27.7",0.23,388,0.58,196,1.672,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","15/06/2024, 14:11:15","00:08:27.7",0.23,330,0.57,239,1.407,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:08:13.2",0.23,373,0.61,188,1.601,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","15/06/2024, 14:11:15","00:08:13.2",0.21,377,0.50,208,1.778,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","15/06/2024, 14:11:15","00:08:13.2",0.20,363,0.49,142,1.828,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","15/06/2024, 14:11:15","00:10:34.8",0.25,375,0.67,211,1.507,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","15/06/2024, 14:11:15","00:10:34.8",0.28,356,0.61,204,1.288,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","15/06/2024, 14:11:15","00:10:34.8",0.30,349,0.58,204,1.167,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","15/06/2024, 14:11:15","00:10:34.8",0.25,375,0.71,209,1.522,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/06/2024, 12:57:03","00:00:00",0.65,638,1.07,471,0.982,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","18/06/2024, 12:57:03","00:00:00",0.66,648,0.99,495,0.978,,,,,,,,,,,,,,,,,,
"squat",1,1,"160","kgs","","secondary,warmup","18/06/2024, 12:57:03","00:03:19.4",0.53,643,0.79,508,1.215,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"187.5","kgs","","secondary,topset","18/06/2024, 12:57:03","00:05:46.2",0.43,609,0.75,472,1.424,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"187.5","kgs","","secondary,topset","18/06/2024, 12:57:03","00:05:46.2",0.39,648,0.72,560,1.643,,,,,,,,,,,,,,,,,,
"squat (pause)",1,3,"187.5","kgs","","secondary,topset","18/06/2024, 12:57:03","00:05:46.2",0.34,637,0.61,514,1.876,,,,,,,,,,,,,,,,,,
"squat (pause)",2,1,"162.5","kgs","","secondary,backdown","18/06/2024, 12:57:03","00:04:43.8",0.47,616,0.79,474,1.304,,,,,,,,,,,,,,,,,,
"squat (pause)",2,2,"162.5","kgs","","secondary,backdown","18/06/2024, 12:57:03","00:04:43.8",0.46,625,0.76,489,1.374,,,,,,,,,,,,,,,,,,
"squat (pause)",2,3,"162.5","kgs","","secondary,backdown","18/06/2024, 12:57:03","00:04:43.8",0.43,637,0.75,510,1.466,,,,,,,,,,,,,,,,,,
"squat (pause)",2,4,"162.5","kgs","","secondary,backdown","18/06/2024, 12:57:03","00:04:43.8",0.37,612,0.66,489,1.657,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/06/2024, 12:57:03","00:27:07.6",0.65,907,1.42,263,1.405,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/06/2024, 12:57:03","00:01:04.9",0.16,271,0.37,171,1.655,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/06/2024, 12:57:03","00:03:40.2",0.20,209,0.29,163,1.074,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"170","kgs","","secondary,warmup","19/06/2024, 13:50:28","00:00:00",0.36,388,0.79,254,1.08,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"170","kgs","","secondary,warmup","19/06/2024, 13:50:28","00:00:00",0.37,383,0.85,240,1.045,,,,,,,,,,,,,,,,,,
"deadlift",2,1,"217.5","kgs","","secondary,lwu","19/06/2024, 13:50:28","00:03:20.0",0.25,378,0.64,223,1.505,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,1,"227.5","kgs","","secondary,topset","19/06/2024, 13:50:28","00:04:47.2",0.27,299,0.57,165,1.112,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,2,"227.5","kgs","","secondary,topset","19/06/2024, 13:50:28","00:04:47.2",0.20,363,0.60,256,1.792,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,3,"227.5","kgs","","secondary,topset","19/06/2024, 13:50:28","00:04:47.2",0.22,363,0.62,217,1.627,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,4,"227.5","kgs","","secondary,topset","19/06/2024, 13:50:28","00:04:47.2",0.19,381,0.58,228,1.986,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"217.5","kgs","","secondary,backdown","19/06/2024, 13:50:28","00:07:57.8",0.27,379,0.69,230,1.396,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"217.5","kgs","","secondary,backdown","19/06/2024, 13:50:28","00:07:57.8",0.29,359,0.66,254,1.232,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"217.5","kgs","","secondary,backdown","19/06/2024, 13:50:28","00:07:57.8",0.31,356,0.66,207,1.137,,,,,,,,,,,,,,,,,,
"deadlift",1,4,"217.5","kgs","","secondary,backdown","19/06/2024, 13:50:28","00:07:57.8",0.29,351,0.65,224,1.201,,,,,,,,,,,,,,,,,,
"deadlift",1,5,"217.5","kgs","","secondary,backdown","19/06/2024, 13:50:28","00:07:57.8",0.26,359,0.64,197,1.4,,,,,,,,,,,,,,,,,,
"deadlift",1,6,"217.5","kgs","","secondary,backdown","19/06/2024, 13:50:28","00:07:57.8",0.25,363,0.69,200,1.439,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 12:16:01","00:00:00",0.68,621,1.04,454,0.918,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","22/06/2024, 12:16:01","00:00:00",0.71,664,1.00,482,0.931,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 12:16:01","00:04:38.9",0.63,1156,1.46,433,1.842,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 12:16:01","00:01:04.0",0.56,597,0.84,455,1.072,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","22/06/2024, 12:16:01","00:01:04.0",0.56,648,0.83,539,1.154,,,,,,,,,,,,,,,,,,
"squat",1,1,"200","kgs","","primary,warmup","22/06/2024, 12:16:01","00:06:16.7",0.46,643,0.72,546,1.402,,,,,,,,,,,,,,,,,,
"squat",2,1,"230","kgs","10","primary,topset","22/06/2024, 12:16:01","00:11:00.9",0.64,885,1.17,231,1.387,,,,,,,,,,,,,,,,,,
"squat",2,2,"230","kgs","10","primary,topset","22/06/2024, 12:16:01","00:11:00.9",0.30,339,0.50,289,1.113,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 12:16:01","00:03:36.1",0.31,623,0.62,527,2.007,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","22/06/2024, 12:16:01","00:03:36.1",0.20,666,0.53,576,3.34,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 13:45:39","00:00:00",0.15,222,0.23,178,1.447,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 13:45:39","00:03:02.0",0.68,850,1.30,312,1.249,,,,,,,,,,,,,,,,,,
"bench",1,1,"180","kgs","10","primary,topset","22/06/2024, 13:45:39","00:02:32.7",0.10,147,0.12,42,1.494,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 13:45:39","00:20:14.8",0.31,367,0.74,225,1.201,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","22/06/2024, 13:45:39","00:20:14.8",0.37,376,0.81,219,1.021,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","22/06/2024, 13:45:39","00:03:41.6",0.25,366,0.62,207,1.472,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","22/06/2024, 13:45:39","00:03:41.6",0.28,362,0.66,204,1.316,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"265","kgs","7.5","primary,lwu","22/06/2024, 13:45:39","00:05:01.8",0.19,362,0.49,191,1.863,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","24/06/2024, 10:43:36","00:00:00",0.56,583,0.89,453,1.038,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","24/06/2024, 10:43:36","00:00:00",0.57,641,0.76,516,1.133,,,,,,,,,,,,,,,,,,
"squat",1,1,"170","kgs","","primary,lwu","24/06/2024, 10:43:36","00:09:30.6",0.38,583,0.68,483,1.527,,,,,,,,,,,,,,,,,,
"squat",2,1,"200","kgs","","primary,topset","24/06/2024, 10:43:36","00:03:48.9",0.30,601,0.52,511,1.997,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","24/06/2024, 10:43:36","00:31:01.6",0.18,219,0.30,176,1.191,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","25/06/2024, 15:59:40","00:00:00",0.28,391,0.69,180,1.405,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,1,"210","kgs","","secondary,topset","25/06/2024, 15:59:40","00:05:20.4",0.28,334,0.60,193,1.191,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,2,"210","kgs","","secondary,topset","25/06/2024, 15:59:40","00:05:20.4",0.30,294,0.65,164,0.967,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,3,"210","kgs","","secondary,topset","25/06/2024, 15:59:40","00:05:20.4",0.23,354,0.64,206,1.51,,,,,,,,,,,,,,,,,,
"deadlift (pause)",1,4,"210","kgs","","secondary,topset","25/06/2024, 15:59:40","00:05:20.4",0.23,367,0.65,211,1.606,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"205","kgs","","secondary,backdown","25/06/2024, 15:59:40","00:06:45.8",0.26,386,0.68,219,1.494,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"205","kgs","","secondary,backdown","25/06/2024, 15:59:40","00:06:45.8",0.29,367,0.67,211,1.251,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"205","kgs","","secondary,backdown","25/06/2024, 15:59:40","00:06:45.8",0.28,368,0.69,217,1.311,,,,,,,,,,,,,,,,,,
"deadlift",1,4,"205","kgs","","secondary,backdown","25/06/2024, 15:59:40","00:06:45.8",0.27,369,0.66,207,1.36,,,,,,,,,,,,,,,,,,
"deadlift",1,5,"205","kgs","","secondary,backdown","25/06/2024, 15:59:40","00:06:45.8",0.27,371,0.63,220,1.373,,,,,,,,,,,,,,,,,,
"deadlift",1,6,"205","kgs","","secondary,backdown","25/06/2024, 15:59:40","00:06:45.8",0.25,380,0.61,220,1.502,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","27/06/2024, 12:17:43","00:00:00",0.65,618,1.05,464,0.949,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","27/06/2024, 12:17:43","00:00:00",0.69,660,1.03,497,0.953,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","27/06/2024, 12:17:43","00:02:29.3",0.60,633,0.92,487,1.056,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"175","kgs","","secondary,topset","27/06/2024, 12:17:43","00:06:54.9",0.42,611,0.74,478,1.438,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"175","kgs","","secondary,topset","27/06/2024, 12:17:43","00:06:54.9",0.42,634,0.78,508,1.503,,,,,,,,,,,,,,,,,,
"squat (pause)",1,3,"175","kgs","","secondary,topset","27/06/2024, 12:17:43","00:06:54.9",0.36,615,0.69,500,1.72,,,,,,,,,,,,,,,,,,
"squat (pause)",2,1,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:11:54.6",0.51,616,0.87,509,1.202,,,,,,,,,,,,,,,,,,
"squat (pause)",2,2,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:11:54.6",0.51,648,0.88,527,1.263,,,,,,,,,,,,,,,,,,
"squat (pause)",2,3,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:11:54.6",0.46,666,0.80,565,1.438,,,,,,,,,,,,,,,,,,
"squat (pause)",2,4,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:11:54.6",0.40,625,0.82,505,1.577,,,,,,,,,,,,,,,,,,
"squat (pause)",3,1,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:42.8",0.47,606,0.80,477,1.293,,,,,,,,,,,,,,,,,,
"squat (pause)",3,2,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:42.8",0.43,615,0.80,496,1.429,,,,,,,,,,,,,,,,,,
